47;92;0
48;92;0
49;92;0
50;92;0
51;92;0
52;92;0
53;92;0
54;92;0
55;92;0
56;92;0
57;92;0
58;92;0
59;92;0
60;92;0
61;92;0
62;92;0
63;92;0
64;92;0
65;92;0
66;92;0
67;92;0
68;92;0
69;92;0
70;92;0
71;92;0
72;92;0
73;92;0
74;92;0
75;92;0
76;92;0
77;92;0
78;92;0
79;92;0
80;92;0
81;92;0
82;92;0
83;92;0
84;92;0
85;92;0
86;92;0
87;92;0
88;92;0
89;92;0
90;92;0
91;92;0
92;92;0
93;92;0
94;92;0
95;92;0
96;92;0
97;92;0
98;92;0
99;92;0
0;93;0
1;93;0
2;93;0
3;93;0
4;93;0
5;93;0
6;93;0
7;93;0
8;93;0
9;93;0
10;93;0
11;93;0
12;93;0
13;93;0
14;93;0
15;93;0
16;93;0
17;93;0
18;93;0
19;93;0
20;93;0
21;93;0
22;93;0
23;93;0
24;93;0
25;93;0
26;93;0
27;93;0
28;93;0
29;93;0
30;93;0
31;93;0
32;93;0
33;93;0
34;93;0
35;93;0
36;93;0
37;93;0
38;93;0
39;93;0
40;93;0
41;93;0
42;93;0
43;93;0
44;93;0
45;93;0
46;93;0
47;93;0
48;93;0
49;93;0
50;93;0
51;93;0
52;93;0
53;93;0
54;93;0
55;93;0
56;93;0
57;93;0
58;93;0
59;93;0
60;93;0
61;93;0
62;93;0
63;93;0
64;93;0
65;93;0
66;93;0
67;93;0
68;93;0
69;93;0
70;93;0
71;93;0
72;93;0
73;93;0
74;93;0
75;93;0
76;93;0
77;93;0
78;93;0
79;93;0
80;93;0
81;93;0
82;93;0
83;93;0
84;93;0
85;93;0
86;93;0
87;93;0
88;93;0
89;93;0
90;93;0
91;93;0
92;93;0
93;93;0
94;93;0
95;93;0
96;93;0
97;93;0
98;93;0
99;93;0
0;94;0
1;94;0
2;94;0
3;94;0
4;94;0
5;94;0
6;94;0
7;94;0
8;94;0
9;94;0
10;94;0
11;94;0
12;94;0
13;94;0
14;94;0
15;94;0
16;94;0
17;94;0
18;94;0
19;94;0
20;94;0
21;94;0
22;94;0
23;94;0
24;94;0
25;94;0
26;94;0
27;94;0
28;94;0
29;94;0
30;94;0
31;94;0
32;94;0
33;94;0
34;94;0
35;94;0
36;94;0
37;94;0
38;94;0
39;94;0
40;94;0
41;94;0
42;94;0
43;94;0
44;94;0
45;94;0
46;94;0
47;94;0
48;94;0
49;94;0
50;94;0
51;94;0
52;94;0
53;94;0
54;94;0
55;94;0
56;94;0
57;94;0
58;94;0
59;94;0
60;94;0
61;94;0
62;94;0
63;94;0
64;94;0
65;94;0
66;94;0
67;94;0
68;94;0
69;94;0
70;94;0
71;94;0
72;94;0
73;94;0
74;94;0
75;94;0
76;94;0
77;94;0
78;94;0
79;94;0
80;94;0
81;94;0
82;94;0
83;94;0
84;94;0
85;94;0
86;94;0
87;94;0
88;94;0
89;94;0
90;94;0
91;94;0
92;94;0
93;94;0
94;94;0
95;94;0
96;94;0
97;94;0
98;94;0
99;94;0
0;95;0
1;95;0
2;95;0
3;95;0
4;95;0
5;95;0
6;95;0
7;95;0
8;95;0
9;95;0
10;95;0
11;95;0
12;95;0
13;95;0
14;95;0
15;95;0
16;95;0
17;95;0
18;95;0
19;95;0
20;95;0
21;95;0
22;95;0
23;95;0
24;95;0
25;95;0
26;95;0
27;95;0
28;95;0
29;95;0
30;95;0
31;95;0
32;95;0
33;95;0
34;95;0
35;95;0
36;95;0
37;95;0
38;95;0
39;95;0
40;95;0
41;95;0
42;95;0
43;95;0
44;95;0
45;95;0
46;95;0
47;95;0
48;95;0
49;95;0
50;95;0
51;95;0
52;95;0
53;95;0
54;95;0
55;95;0
56;95;0
57;95;0
58;95;0
59;95;0
60;95;0
61;95;0
62;95;0
63;95;0
64;95;0
65;95;0
66;95;0
67;95;0
68;95;0
69;95;0
70;95;0
71;95;0
72;95;0
73;95;0
74;95;0
75;95;0
76;95;0
77;95;0
78;95;0
79;95;0
80;95;0
81;95;0
82;95;0
83;95;0
84;95;0
85;95;0
86;95;0
87;95;0
88;95;0
89;95;0
90;95;0
91;95;0
92;95;0
93;95;0
94;95;0
95;95;0
96;95;0
97;95;0
98;95;0
99;95;0
0;96;0
1;96;0
2;96;0
3;96;0
4;96;0
5;96;0
6;96;0
7;96;0
8;96;0
9;96;0
10;96;0
11;96;0
12;96;0
13;96;0
14;96;0
15;96;0
16;96;0
17;96;0
18;96;0
19;96;0
20;96;0
21;96;0
22;96;0
23;96;0
24;96;0
25;96;0
26;96;0
27;96;0
28;96;0
29;96;0
30;96;0
31;96;0
32;96;0
33;96;0
34;96;0
35;96;0
36;96;0
37;96;0
38;96;0
39;96;0
40;96;0
41;96;0
42;96;0
43;96;0
44;96;0
45;96;0
46;96;0
47;96;0
48;96;0
49;96;0
50;96;0
51;96;0
52;96;0
53;96;0
54;96;0
55;96;0
56;96;0
57;96;0
58;96;0
59;96;0
60;96;0
61;96;0
62;96;0
63;96;0
64;96;0
65;96;0
66;96;0
67;96;0
68;96;0
69;96;0
70;96;0
71;96;0
72;96;0
73;96;0
74;96;0
75;96;0
76;96;0
77;96;0
78;96;0
79;96;0
80;96;0
81;96;0
82;96;0
83;96;0
84;96;0
85;96;0
86;96;0
87;96;0
88;96;0
89;96;0
90;96;0
91;96;0
92;96;0
93;96;0
94;96;0
95;96;0
96;96;0
97;96;0
98;96;0
99;96;0
0;97;0
1;97;0
2;97;0
3;97;0
4;97;0
5;97;0
6;97;0
7;97;0
8;97;0
9;97;0
10;97;0
11;97;0
12;97;0
13;97;0
14;97;0
15;97;0
16;97;0
17;97;0
18;97;0
19;97;0
20;97;0
21;97;0
22;97;0
23;97;0
24;97;0
25;97;0
26;97;0
27;97;0
28;97;0
29;97;0
30;97;0
31;97;0
32;97;0
33;97;0
34;97;0
35;97;0
36;97;0
37;97;0
38;97;0
39;97;0
40;97;0
41;97;0
42;97;0
43;97;0
44;97;0
45;97;0
46;97;0
47;97;0
48;97;0
49;97;0
50;97;0
51;97;0
52;97;0
53;97;0
54;97;0
55;97;0
56;97;0
57;97;0
58;97;0
59;97;0
60;97;0
61;97;0
62;97;0
63;97;0
64;97;0
65;97;0
66;97;0
67;97;0
68;97;0
69;97;0
70;97;0
71;97;0
72;97;0
73;97;0
74;97;0
75;97;0
76;97;0
77;97;0
78;97;0
79;97;0
80;97;0
81;97;0
82;97;0
83;97;0
84;97;0
85;97;0
86;97;0
87;97;0
88;97;0
89;97;0
90;97;0
91;97;0
92;97;0
93;97;0
94;97;0
95;97;0
96;97;0
97;97;0
98;97;0
99;97;0
0;98;0
1;98;0
2;98;0
3;98;0
4;98;0
5;98;0
6;98;0
7;98;0
8;98;0
9;98;0
10;98;0
11;98;0
12;98;0
13;98;0
14;98;0
15;98;0
16;98;0
17;98;0
18;98;0
19;98;0
20;98;0
21;98;0
22;98;0
23;98;0
24;98;0
25;98;0
26;98;0
27;98;0
28;98;0
29;98;0
30;98;0
31;98;0
32;98;0
33;98;0
34;98;0
35;98;0
36;98;0
37;98;0
38;98;0
39;98;0
40;98;0
41;98;0
42;98;0
43;98;0
44;98;0
45;98;0
46;98;0
47;98;0
48;98;0
49;98;0
50;98;0
51;98;0
52;98;0
53;98;0
54;98;0
55;98;0
56;98;0
57;98;0
58;98;0
59;98;0
60;98;0
61;98;0
62;98;0
63;98;0
64;98;0
65;98;0
66;98;0
67;98;0
68;98;0
69;98;0
70;98;0
71;98;0
72;98;0
73;98;0
74;98;0
75;98;0
76;98;0
77;98;0
78;98;0
79;98;0
80;98;0
81;98;0
82;98;0
83;98;0
84;98;0
85;98;0
86;98;0
87;98;0
88;98;0
89;98;0
90;98;0
91;98;0
92;98;0
93;98;0
94;98;0
95;98;0
96;98;0
97;98;0
98;98;0
99;98;0
0;99;0
1;99;0
2;99;0
3;99;0
4;99;0
5;99;0
6;99;0
7;99;0
8;99;0
9;99;0
10;99;0
11;99;0
12;99;0
13;99;0
14;99;0
15;99;0
16;99;0
17;99;0
18;99;0
19;99;0
20;99;0
21;99;0
22;99;0
23;99;0
24;99;0
25;99;0
26;99;0
27;99;0
28;99;0
29;99;0
30;99;0
31;99;0
32;99;0
33;99;0
34;99;0
35;99;0
36;99;0
37;99;0
38;99;0
39;99;0
40;99;0
41;99;0
42;99;0
43;99;0
44;99;0
45;99;0
46;99;0
47;99;0
48;99;0
49;99;0
50;99;0
51;99;0
52;99;0
53;99;0
54;99;0
55;99;0
56;99;0
57;99;0
58;99;0
59;99;0
60;99;0
61;99;0
62;99;0
63;99;0
64;99;0
65;99;0
66;99;0
67;99;0
68;99;0
69;99;0
70;99;0
71;99;0
72;99;0
73;99;0
74;99;0
75;99;0
76;99;0
77;99;0
78;99;0
79;99;0
80;99;0
81;99;0
82;99;0
83;99;0
84;99;0
85;99;0
86;99;0
87;99;0
88;99;0
89;99;0
90;99;0
91;99;0
92;99;0
93;99;0
94;99;0
95;99;0
96;99;0
97;99;0
98;99;0
99;99;0
